ra,dec,ug,gi,iK,JK,logP,Ampl,skew,kurt,magMed,nObs,LCtype,LINEARobjectID
171.493591,1067,383,1134,282,-0.2362936,599,2589,6440,15.54,558,4,1087936,
171.870926,2023,1364,2109,759,-0.4463487,464,2027,4366,15.38,529,5,1088918,
171.492599,2259,1495,1976,747,0.0655319,336,3549,16755,16.33,554,4,1103774,
170.537140,11.026183,2045,1215,2009,654,-0.5310873,441,379,-991,14.72,518,5,1111785,
170.894684,-9.083352,2016,1082,2167,523,-0.5890541,542,897,-341,15.76,187,5,1126681,
171.241562,15.889304,1928,1023,1782,582,-0.5285572,333,441,-646,14.28,255,5,1156733,
170.789352,15.452304,1974,1116,1877,725,-0.3205676,279,8574,89154,15.82,321,4,1162592,
170.810532,15.400356,1273,782,1698,547,-0.6031262,623,649,-710,16.55,316,5,1164182,
170.392410,17.774776,1385,701,1799,515,-0.5405155,515,720,-483,15.75,313,5,1172677,
170.557205,21.809433,900,150,1067,199,-0.1245637,382,1226,1903,14.07,285,5,1191441,
171.697205,21.024668,2499,2214,2376,918,-0.4478783,356,1214,1854,16.11,160,5,1196152,
171.965195,24.734856,1073,270,657,548,-0.0261538,1197,2167,3751,15.06,314,5,1202674,
171.105057,26.823292,1737,910,1834,593,-0.6106992,651,832,-506,15.50,302,5,1215469,
170.327179,30.048117,1552,-1941,4040,512,-0.5327739,345,805,69,14.38,293,5,1230516,
171.707977,32.238400,1801,854,1564,524,-0.5376245,298,3705,33806,15.28,259,5,1258617,
170.872818,35.922752,1333,588,1666,431,-0.4870169,510,731,-570,15.35,315,5,1275351,
171.765167,36.855251,1855,1063,1854,658,0.4024980,249,4168,18786,14.85,313,4,1275589,
170.666656,35.540642,1328,659,1357,485,-0.5056464,427,801,-396,15.56,315,5,1276492,
170.528778,39.609867,1362,797,1297,446,-0.5649364,650,750,-709,15.67,310,5,1289914,
170.290390,44.136734,1691,971,1743,511,-0.5868278,784,963,-260,15.07,262,5,1308565,
171.131927,46.117485,1626,801,1498,507,-0.5306979,520,304,-1307,14.33,203,5,1315002,
171.444901,55.805584,1898,1092,1657,718,-0.5689918,477,364,291,16.14,165,5,1354474,
170.754990,56.511665,1924,972,1641,502,-0.5327990,551,450,-1077,15.77,141,5,1357156,
171.748306,58.164890,1326,705,1335,494,-0.5308440,170,7943,68918,14.12,195,5,1361970,
170.019165,57.531017,1172,550,1096,384,-0.4819363,368,708,-892,15.10,170,5,1364129,
170.010269,60.353100,1583,-1987,4365,481,-0.3691492,384,870,128,14.13,169,5,1365767,
170.081360,2202,1426,2092,726,0.0972740,458,3238,10969,15.79,561,4,1391871,
171.489532,-6.239585,1078,37,770,147,-0.2672428,534,1537,1899,15.93,237,5,1398038,
170.362152,74.218002,1413,790,1896,422,-0.5361384,716,598,-729,14.14,180,5,1399470,
171.579651,74.386635,1203,652,1461,347,-0.1341851,449,1324,1483,15.77,182,5,1399852,
171.716263,-8.686241,1541,926,1650,582,-0.6076144,463,772,-599,15.75,163,5,1422965,
171.055237,-8.915088,1056,-285,1059,-38,-1.2834959,522,-1433,1390,14.68,175,6,1426326,
171.746887,-8.524919,1235,625,1141,458,-0.4417355,528,4515,31852,15.45,203,5,1428275,
173.411896,1136,549,846,62,-0.4736477,526,698,-696,15.93,523,5,1438520,
172.950394,12.068434,1166,478,1540,513,-0.4956433,417,233,-696,16.69,488,5,1464881,
172.412613,16.296125,2154,1174,1838,657,-0.5704738,283,1400,5534,15.11,314,5,1490274,
173.077133,17.510927,1278,321,1502,382,-0.4481988,603,521,-820,14.61,262,5,1497296,
173.068558,17.323540,1419,728,1367,551,-0.4718910,613,536,-846,14.33,299,5,1500329,
172.843124,17.250460,956,206,1114,317,-0.4701117,357,417,-901,15.58,311,5,1500452,
172.782745,19.121540,1336,671,1484,523,-0.4817520,764,873,204,16.99,301,5,1506638,
173.068283,21.509804,1953,1324,1885,756,-0.1665673,375,1149,2118,15.96,303,4,1520013,
173.244904,26.083466,1064,333,968,262,-0.4410767,403,1439,7808,15.52,383,5,1541626,
173.637360,27.350151,1801,969,1691,658,-0.6054940,481,718,-672,15.37,284,5,1551674,
173.203278,1809,1076,1854,605,-0.0460510,518,2619,6392,14.62,529,4,1565093,
172.360184,-2.337700,1515,787,1686,359,-0.5474117,689,776,-652,15.94,389,5,1580949,
172.338181,-1.033230,1145,715,1363,384,-0.1689580,498,1492,1275,16.31,96,4,1581690,
172.130692,31.472988,1883,900,1822,646,-0.5211537,592,1165,467,14.88,299,5,1593753,
173.005524,36.206150,2138,1522,2156,713,0.1174396,438,1140,3041,15.64,414,4,1612845,
173.897842,35.737461,993,138,866,205,-0.2546199,445,1743,1842,14.21,267,4,1614256,
172.942276,1236,697,1469,492,-0.3022660,541,1374,668,15.67,555,4,1667598,
172.696777,-4.706437,1428,649,1473,446,-0.4311837,447,7598,78951,14.59,410,5,1680927,
173.022491,-3.807637,1079,43,897,239,-1.2348233,513,-1536,3171,16.24,427,6,1683151,
172.125885,51.600334,1617,965,1501,657,-0.5934683,458,887,-281,14.50,266,5,1688567,
172.680862,51.907066,1306,888,1778,546,-0.5533696,517,593,-904,14.34,237,5,1691878,
173.412460,55.691032,1219,602,1292,556,-0.5936557,411,556,-522,15.83,226,5,1703266,
173.262466,58.150681,1519,944,1675,548,-0.6463569,377,1356,4509,15.83,203,5,1708695,
173.035858,2109,1920,2290,838,-0.6247023,319,531,2349,16.43,547,5,1735658,
172.659195,-5.551584,1030,-299,857,96,-0.5463728,331,580,-522,14.24,167,5,1743519,
172.302490,74.572906,1711,893,1807,550,-0.5669667,392,859,-94,15.25,187,5,1754582,
172.101959,-7.926798,2469,2005,2182,855,-0.4453437,437,1909,4818,16.00,180,5,1779170,
172.931076,-7.705688,1038,-10,785,311,-1.2321395,466,-612,-1005,15.92,204,6,1781225,
174.245407,2512,2238,2687,916,-0.6705452,397,614,-640,15.75,537,5,1793190,
174.768936,12.684609,1623,745,1401,475,-0.4975360,391,725,-639,14.54,252,5,1811983,
175.645721,18.993469,1309,859,1433,574,-0.6142865,518,408,-880,16.29,300,5,1848945,
174.847076,18.183050,1655,933,1518,608,-0.3732533,458,1165,157,14.85,317,5,1851295,
175.501205,22.868975,1326,634,1300,420,-0.5690756,510,560,-1098,15.30,280,5,1870290,
174.902786,24.254330,1997,1264,2101,589,-0.6003072,606,1935,9662,16.04,309,5,1876472,
175.861557,27.972876,1202,715,1736,481,-0.5043114,565,375,-488,14.53,397,5,1896980,
174.774445,1896,977,1672,765,1.5289999,431,740,225,16.44,595,5,1923062,
174.737305,-2.703621,1098,436,972,321,-0.4393390,412,81,-521,14.02,311,5,1924820,
174.172104,31.937355,1009,102,795,99,-1.1402315,336,-684,459,14.97,309,6,1937256,
174.733093,32.428127,1140,141,1750,345,-0.5250891,326,259,-1099,14.19,299,5,1940075,
175.300888,32.898582,1882,1770,2717,805,-0.1239751,366,2807,8431,14.54,318,4,1943000,
174.019577,31.888300,1872,1016,1268,614,-0.5364041,787,619,-872,15.81,305,5,1944537,
174.324387,34.668068,1728,736,2263,617,-0.2039442,685,1148,294,14.79,294,5,1949890,
175.817123,39.802212,1664,1030,1605,686,-0.5784652,390,775,-257,15.55,250,5,1970100,
174.022385,43.070717,1514,896,1834,560,-0.5237787,672,1140,666,16.39,218,5,1984236,
174.713409,-4.862804,2128,1067,1726,639,-0.5229077,683,859,-627,15.31,682,5,2024072,
174.268372,-4.044641,1096,167,860,161,-0.2315410,377,733,-512,15.33,400,5,2028765,
175.291458,51.252445,1837,1025,1592,637,-0.5860300,600,621,-1053,15.51,207,5,2038116,
175.837952,62.172562,1517,900,1559,609,-0.5844658,454,544,-110,16.12,155,5,2063120,
174.714996,905,430,1094,348,-0.6029225,328,553,-739,15.89,543,5,2075085,
175.078674,1253,670,1354,436,-0.5925156,503,368,-922,16.82,523,5,2076617,
175.049927,1926,1195,1906,711,-0.1856585,645,1582,2287,14.03,521,4,2085787,
175.276382,1804,1122,1863,643,0.1408429,385,2683,6625,15.48,528,4,2086810,
175.180344,75.603157,1423,771,1541,532,-0.4905515,356,24,247,15.21,194,5,2094414,
174.230194,1594,851,1556,532,-0.3586409,440,2083,4237,15.32,488,5,2099869,
175.656876,10.865796,979,397,1119,595,-0.4336002,567,615,-269,16.52,157,5,2103445,
177.168732,1324,653,1438,460,-0.5544845,433,740,3191,15.80,526,5,2126772,
177.814438,11.603464,1159,-99,483,304,-0.2070693,354,1133,2185,15.41,311,5,2149181,
176.001328,13.898037,1121,-182,1006,297,-1.1424806,454,-322,-1012,16.20,306,6,2158320,
177.152222,16.146212,1344,601,842,458,-0.4487269,502,855,-624,14.68,271,5,2166478,
177.432266,15.712700,1805,992,2061,592,-0.5310415,467,631,-929,15.85,309,5,2167648,
177.201797,18.211119,1834,951,1601,625,-0.5898861,472,837,-491,14.79,260,5,2178286,
177.897339,22.328588,2246,1385,1983,772,-0.5533634,626,1195,925,16.40,314,5,2198127,
177.732880,1539,862,1940,536,-0.5751330,448,522,-735,16.32,488,5,2237746,
176.650391,1038,298,1189,327,-0.4438978,376,296,-811,14.12,533,5,2248105,
177.457718,31.160982,1489,786,1291,516,-0.5311994,490,39,-1444,14.82,308,5,2264447,
177.781616,32.371964,1305,612,1301,381,-0.4916292,351,552,-1074,14.75,205,5,2269066,
177.645264,38.675304,1040,471,1293,506,-0.5547945,422,1587,9033,15.67,300,5,2292862,
177.942276,47.841522,1861,1218,1714,729,-0.6328827,801,1276,2294,15.24,224,5,2323566,
177.602158,49.019154,2390,1956,2424,810,-0.4525847,741,3005,11531,16.27,226,4,2330973,
177.783386,53.387005,1525,768,1651,546,-0.3446435,366,879,-45,14.92,233,5,2362884,
176.859894,55.010868,1961,1116,2078,688,-0.6199535,366,478,-710,15.68,170,5,2370027,
177.062927,1206,572,1187,493,-0.4235964,357,934,1947,16.42,541,5,2395704,
179.341370,1128,500,1186,372,-0.4982904,356,449,-502,15.32,485,5,2429249,
178.093719,13.412429,1471,854,1555,621,-0.1681283,403,3327,14974,16.41,303,5,2470752,
178.648758,20.955711,2133,1432,2117,790,-0.6313301,546,678,-594,16.08,279,5,2499018,
178.775604,20.892403,1077,378,1387,358,-0.5050207,419,506,-630,14.36,279,5,2499858,
179.194122,23.155178,1549,886,1624,573,-0.5781165,338,206,-656,16.30,96,5,2520161,
179.109268,23.786301,1814,1884,2337,740,-0.4846084,449,2747,10164,16.65,309,4,2522484,
178.501907,23.282135,1281,761,1701,496,-0.5423996,582,810,-716,16.09,299,5,2523263,
178.640198,28.839300,1687,1122,1868,506,-0.6009774,642,557,-913,16.51,285,5,2534282,
178.289536,28.185833,1628,1077,1820,595,-0.3014750,512,3376,19198,16.21,246,4,2537648,
178.390305,29.463696,1106,439,1472,325,-0.4400503,396,165,-1298,15.16,199,5,2542844,
178.640793,-2.954120,2017,1152,1755,581,-0.5503874,335,250,-1168,14.89,373,5,2569778,
178.930481,31.451172,1315,597,1612,479,-0.5976130,420,367,-877,16.10,300,5,2581524,
178.889343,35.744205,2112,2509,2531,746,-0.6995698,569,5746,60631,15.67,322,5,2602707,
178.235703,38.461338,1388,691,1056,482,-0.5526357,626,644,-921,14.98,294,5,2609351,
178.393173,44.834137,2220,1405,2060,738,0.1511865,429,2774,7955,15.16,243,4,2630745,
179.356812,46.277142,1116,-190,670,85,-1.2477748,435,-491,37,16.03,209,6,2634740,
178.564453,46.053371,1500,754,1577,464,-0.5270711,634,1360,646,15.40,209,5,2634978,
179.436798,48.938412,-138,2176,311,0.3600588,1292,95,-1002,15.31,239,4,2639856,
179.927124,1118,0,927,251,-1.1272436,349,-279,-262,16.52,428,6,2653935,
178.102478,59.109623,1584,875,1522,344,-0.5750057,778,455,-453,16.99,144,5,2692532,
178.950027,61.619560,1541,795,2118,689,-0.5099726,961,779,716,16.93,185,5,2695836,
179.125427,62.677708,1291,-524,462,-12,-1.3044658,729,193,2398,16.24,149,6,2697597,
179.191818,65.881958,1032,408,1176,342,-0.4952927,824,1034,1303,16.55,146,5,2703868,
178.726013,994,144,620,310,-0.3537002,576,1277,1133,15.48,165,5,2711101,
181.766876,1698,1067,1959,662,-0.6164036,458,468,-518,16.66,526,5,2747063,
181.117249,1055,411,1259,278,-0.4397645,455,589,-696,16.00,489,5,2747213,
180.420578,-0.137220,1267,227,692,582,0.7627516,586,2990,8903,15.23,479,4,2757192,
180.114441,15.298817,1786,806,1801,646,-0.6071782,413,702,-450,14.73,292,5,2789285,
180.275803,15.939755,2422,1481,2796,837,-0.0225672,372,2075,3356,14.52,283,4,2795340,
180.035782,21.918024,1384,760,1431,519,-0.6119485,304,623,-405,15.16,312,5,2823738,
181.108612,23.302643,1964,1691,2653,639,-0.4508495,564,2025,4050,16.13,260,5,2837569,
181.654678,27.027491,1488,1002,2228,600,-0.0303716,646,4000,25194,15.48,239,4,2853142,
180.193512,30.500887,1919,1214,1915,649,0.1250060,451,2079,3822,15.94,301,4,2863244,
181.833130,1821,880,1729,550,-0.4896990,366,440,-950,14.73,493,5,2871803,
181.530411,-2.634777,1390,650,1643,380,-0.4927731,627,722,-404,16.58,468,5,2881791,
180.521530,-2.076810,1073,115,997,302,-0.1282555,621,2019,3335,14.04,250,4,2882780,
181.581680,31.973789,2368,2130,2289,665,-0.5462949,692,1320,4084,16.83,312,4,2898790,
180.678970,35.237427,1331,720,1160,462,-0.5402322,470,935,-216,15.22,345,5,2915710,
181.332047,41.574100,1989,1202,2863,748,-0.5622193,902,1058,575,16.28,252,5,2939425,
180.740463,44.492638,1570,840,1560,558,-0.6247755,387,351,-874,15.65,175,5,2941388,
180.226746,43.417625,1294,-111,1769,447,-0.5373266,487,455,-947,14.78,262,5,2945200,
180.580902,45.755795,1090,486,1289,340,-0.4395828,689,903,-166,15.65,226,5,2948537,
180.147385,1298,627,1184,492,-0.4849584,468,477,-1137,14.44,544,5,2970740,
181.628082,1471,784,1160,531,-0.5228903,567,346,-1218,15.57,486,5,2974808,
181.655807,55.106197,1108,553,1166,371,-0.5268474,383,323,-1260,15.22,227,5,3001254,
180.825790,62.514969,1805,1014,1800,613,-0.6207325,406,560,-850,15.06,135,5,3011464,
181.587601,64.289238,1803,1052,1781,530,-0.5656179,501,690,-651,14.55,192,5,3015249,
180.868576,63.886868,2361,1731,2226,715,-0.4013823,557,1936,2871,15.53,137,4,3016980,
183.249084,1676,941,1775,632,-0.6705187,612,600,-621,16.67,463,5,3056354,
182.968033,-0.132970,1909,1173,1876,717,-0.5975701,576,812,-592,14.24,467,5,3065024,
182.499908,18.363258,1033,512,1327,342,-0.5509816,308,433,-51,16.03,233,5,3113704,
183.408981,18.746765,2425,2188,2445,791,-0.4946058,433,1556,1570,15.74,277,5,3116998,
182.224884,18.017395,1294,644,1128,390,-0.4791131,384,160,-1025,14.87,274,5,3121776,
182.613892,22.524567,930,340,867,418,-0.5309044,536,615,502,16.53,329,5,3140124,
183.677689,26.249096,1010,142,757,330,-0.4480964,328,548,-451,15.99,280,5,3151678,
182.511597,29.462852,1487,831,1656,566,-0.5554072,498,697,-667,15.47,249,5,3169928,
182.441315,-2.957937,1356,628,1694,506,-0.5066270,445,402,-1290,15.42,476,5,3194508,
183.242706,-1.386154,283,86,2654,883,-0.4738314,811,3588,13396,16.73,478,4,3197054,
182.432266,906,-12,953,148,-1.2104827,404,-728,-546,14.57,444,6,3279505,
183.124237,53.824028,1568,635,1864,527,-0.5752490,466,372,-1004,14.07,42,5,3304303,
183.023560,55.746403,1272,822,1437,441,-0.4635363,574,866,-268,14.51,188,5,3310237,
182.865921,62.309135,2011,1059,1674,593,-0.3345691,424,1737,3227,14.97,187,5,3322107,
182.799194,62.283253,1240,552,1231,361,0.2743532,450,1926,9949,14.52,159,4,3322301,
183.124405,1015,464,1435,420,-0.4127898,507,355,-1233,14.72,294,5,3351006,
185.779602,1362,650,1351,379,-0.4739697,423,578,-866,15.72,539,5,3367265,
184.006485,1867,937,1746,653,-0.5019819,418,293,-1168,14.56,565,5,3375750,
184.259811,920,427,1489,292,-0.4689070,357,373,-349,14.15,558,5,3388158,
185.341064,12.645276,538,-332,4853,671,-0.5883113,407,57,67,14.22,273,5,3395865,
185.971710,15.410685,2095,1205,2006,801,-0.5804953,726,922,521,16.77,266,5,3415245,
185.857330,23.911995,1112,550,1220,481,-0.4926556,452,391,-1016,16.23,280,5,3449168,
185.414368,26.248278,1258,587,1643,370,-0.5603499,533,683,-834,15.79,288,5,3463496,
184.867264,30.032040,2382,1834,2460,780,-0.5912616,414,531,-651,15.96,307,5,3481748,
185.393402,-2.242634,2415,2337,2754,898,-0.4677158,502,2022,3634,15.83,416,4,3497759,
185.353790,-2.966198,1707,869,1439,515,-0.5665358,492,414,-1007,14.07,334,5,3498052,
184.081558,-2.283398,1903,1167,1870,646,-0.6484994,545,372,-929,15.98,134,5,3506385,
185.547760,-2.787021,1452,796,1466,451,-0.5857974,520,551,-739,16.51,473,5,3508270,
185.329025,35.175293,997,-78,1273,255,-0.3093424,404,1135,520,14.06,289,5,3530922,
185.826477,35.516937,1361,705,1196,360,-0.5632110,617,781,-193,16.32,276,5,3533792,
185.897705,38.089680,1198,666,1867,392,-0.4523729,620,1043,4,15.03,295,5,3540363,
185.269058,39.137661,1305,595,1357,539,-0.4586405,328,613,-626,15.21,251,5,3545983,
185.575226,42.783554,1194,594,1172,275,-0.5494646,729,951,844,16.83,261,5,3551306,
184.113251,46.686504,1605,963,1627,547,-0.6060617,412,390,-798,14.56,207,5,3562115,
185.751190,47.269112,1761,926,1464,521,-0.5191627,374,681,-333,15.65,258,5,3570588,
185.592361,-3.128328,1068,330,899,125,-0.4758922,326,359,-994,15.60,455,5,3593893,
185.794525,56.304958,1243,677,1472,508,-0.6238009,462,237,-586,15.85,219,5,3610810,
185.223160,56.785049,1177,512,746,220,-0.5351753,435,77,-724,16.31,209,5,3611303,
184.245605,60.184483,1375,723,1344,589,-0.5734627,747,798,101,16.07,180,5,3619023,
185.106079,60.671207,1653,1078,2374,727,-0.5572334,929,782,106,16.97,187,5,3620978,
184.048431,60.415955,1748,416,1910,514,-0.5243012,640,772,-792,14.63,177,5,3622398,
184.351364,61.980568,1611,881,1786,567,-0.4790935,721,591,-1054,14.93,151,5,3625305,
185.402115,64.758682,1480,697,1272,505,-0.4870649,363,662,-502,14.46,143,5,3629295,
184.684189,66.664673,1688,938,1232,664,-0.5629792,619,916,-290,14.58,215,5,3633471,
184.626419,67.083885,2523,1683,2212,800,-0.6002035,702,1554,1895,14.61,86,5,3636597,
184.713028,1757,1068,1422,573,-0.6413838,463,307,-992,16.26,95,5,3642289,
184.800842,1053,369,388,534,-0.0295271,1007,3333,11020,14.08,292,4,3652076,
186.092117,1369,840,1933,450,-0.5509291,657,746,-795,15.35,488,5,3674294,
187.938889,1434,693,1272,458,-0.4696965,418,1250,2092,14.90,468,5,3687991,
186.901184,12.716140,1216,564,1311,441,-0.5084898,400,340,143,16.15,298,5,3693914,
187.908798,16.511045,1174,683,1415,571,-0.5877832,295,7726,63554,15.56,243,5,3719046,
186.508011,17.688074,1388,734,1731,503,-0.5239267,475,4274,32535,15.55,225,5,3729427,
187.698441,22.647236,2399,1865,2454,824,-0.1291807,650,2356,5685,16.61,281,4,3745506,
187.106232,21.842819,1783,1101,1764,650,0.1723291,404,2751,9085,14.37,277,4,3745521,
187.192657,21.725916,1492,811,1466,496,-0.5699121,542,766,-573,14.53,272,5,3746905,
186.851715,24.442345,1109,-57,910,425,-1.1883781,323,-160,-507,16.24,247,6,3753972,
187.636871,26.826277,1547,870,1213,469,-0.5248607,420,346,324,16.51,193,5,3762974,
187.437851,28.906162,1741,944,1798,577,-0.5876739,412,326,-912,15.60,262,5,3773911,
187.950455,-2.100645,1997,1115,1725,622,-0.6447248,352,554,-986,14.85,473,5,3802689,
187.152573,40.469284,1037,540,606,400,0.6388524,534,2651,6444,14.56,250,4,3849347,
186.301834,47.759422,1786,797,1803,625,-0.5921267,447,550,-782,14.28,166,5,3869127,
186.289978,49.392033,1359,773,1652,447,-0.5057243,668,683,-851,14.81,277,5,3879617,
186.497711,50.119461,1248,619,1464,530,-0.1647465,598,2134,5390,15.60,271,5,3879717,
187.672333,1794,1043,1721,650,-0.5636799,663,842,-388,16.85,249,5,3887254,
187.529831,1566,1032,1816,604,-0.4763030,409,4055,27935,16.50,413,5,3891987,
186.091293,58.054848,1833,1140,2038,608,-0.5870509,632,785,-343,15.57,181,5,3916678,
187.319504,57.976685,1396,831,2003,459,-0.3841888,633,1163,372,14.80,167,5,3917944,
186.156021,57.761341,1342,740,1090,287,-0.5421559,790,1092,1472,16.34,175,5,3920198,
187.910141,59.503525,1586,934,1672,586,-0.5530017,244,10965,131718,14.09,179,5,3921700,
186.770950,1081,397,1414,434,-0.4871689,321,285,-741,15.37,350,5,3945426,
187.856369,1404,550,1296,380,-0.4008202,499,500,-1064,14.69,315,5,3955613,
187.072906,10.614251,1195,590,1067,386,-0.4785794,424,634,-923,15.51,310,5,3964412,
189.015427,1992,968,1612,602,-0.5131475,568,588,-978,14.38,490,5,3965587,
188.056168,-0.066958,1819,895,1334,560,-0.5819044,504,9221,96887,14.37,138,5,3979865,
189.312592,-0.058250,1363,681,1432,384,-0.5693784,347,11599,195465,15.52,472,5,3982249,
189.667160,1123,318,1042,383,-0.0710688,302,643,-209,15.73,517,5,3991291,
188.159653,12.651629,1699,1044,1574,842,-0.5484438,529,645,-731,15.77,268,5,3994498,
188.757599,14.518191,1937,1127,1656,607,-0.6145367,832,994,202,15.95,257,5,4012679,
188.608337,16.018162,1164,-267,602,-4,-0.2820526,328,672,-220,15.32,216,5,4027162,
188.605988,15.511695,1007,374,1523,353,-0.4996866,399,431,-534,14.40,251,5,4027652,
189.576645,15.878562,1014,-47,843,618,-1.2967947,485,-100,-366,16.90,204,6,4029486,
189.979279,522,1388,464,-0.4915982,520,743,-304,14.02,182,5,4032520,
188.833984,19.770508,2162,1254,2362,714,0.3169863,475,3488,14528,14.58,267,4,4056588,
189.485596,22.567556,1976,1253,2078,580,-0.5856635,680,749,251,15.93,286,5,4065540,
188.340759,22.631212,1568,709,1374,492,-0.5319290,363,798,-776,15.12,272,5,4071513,
189.727188,764,1167,510,-0.6198630,602,658,130,16.16,93,5,4075154,
189.308075,28.734028,2177,984,3060,399,-0.5532221,327,780,-453,14.93,266,5,4106551,
189.082047,28.568974,865,331,971,186,-0.6611273,507,1655,6071,16.78,228,5,4108970,
189.411606,28.294977,1262,531,1387,397,-0.4315131,398,902,-187,14.87,238,5,4112202,
189.001190,29.870209,2085,1284,1942,712,-0.6305986,408,627,-683,14.79,332,5,4115285,
188.982666,-1.071293,2259,1962,2140,860,-0.3247176,542,1480,1840,16.72,490,4,4138379,
